id,name,slot,min_level,picture,category,hp,mp,attack_min,attack_max,magic_min,magic_max,tao_min,tao_max,defense_min,defense_max,magic_defense_min,magic_defense_max,required_job,required_rebirth,weight,sell_price,stack_limit,description
471,粽子,-1,1,1342,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,501|1|1|10/502|1|1|20/503|1|1|30/504|1|1|40/224|1|1|20/571|1|1|2/217|1|1|10/570|1|1|200/689|1|1|1000/1|10000|1|1/4|2000|1|1/
472,月饼,-1,1,1331,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,501|1|1|10/502|1|1|20/503|1|1|30/504|1|1|40/224|1|1|20/571|1|1|2/217|1|1|10/570|1|1|200/689|1|1|1000/1|10000|1|1/4|2000|1|1/
473,巧克力,-1,1,846,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,501|1|1|10/502|1|1|20/503|1|1|30/504|1|1|40/224|1|1|20/571|1|1|2/217|1|1|10/570|1|1|200/689|1|1|1000/1|10000|1|1/4|2000|1|1/
474,棒棒糖,-1,1,848,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,501|1|1|10/502|1|1|20/503|1|1|30/504|1|1|40/224|1|1|20/571|1|1|2/217|1|1|10/570|1|1|200/689|1|1|1000/1|10000|1|1/4|2000|1|1/
475,西瓜,-1,1,1058,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,501|1|1|10/502|1|1|20/503|1|1|30/504|1|1|40/224|1|1|20/571|1|1|2/217|1|1|10/570|1|1|200/689|1|1|1000/1|10000|1|1/4|2000|1|1/
476,南瓜头,-1,1,1086,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,501|1|1|10/502|1|1|20/503|1|1|30/504|1|1|40/224|1|1|20/571|1|1|2/217|1|1|10/570|1|1|200/689|1|1|1000/1|10000|1|1/4|2000|1|1/
477,端午节礼包,-1,1,1030,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,471|10/319|1500/
478,寻宝图,-1,1,1521,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,记录了宝藏位置的图鉴<br>寻宝必备道具
479,隐身戒指(未解封),6,1,1776,装备,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,100000,1,-
480,复活戒指(未解封),6,1,1778,装备,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,100000,1,-
481,麻痹戒指(未解封),6,1,1777,装备,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,100000,1,-
482,护身戒指(未解封),6,1,1779,装备,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,100000,1,-
483,改名卡,-1,1,2376,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,在设置界面中可以改名
484,魂灵,-1,1,1510,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,用于合成神之魂
485,战神之魂,-1,1,1501,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,赋予特戒攻击天赋
486,法神之魂,-1,1,1502,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,赋予特戒魔法天赋
487,道神之魂,-1,1,1511,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,赋予特戒道术天赋
488,幻境重置卷,-1,1,999,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,使幻境层数重置
489,周年庆礼包,-1,1,2652,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,478|10/319|3000/471|10/496|10/
490,中秋节礼包,-1,1,1030,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,319|3000/472|10/498|1000/510|1/
491,金碎片,-1,1,2643,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,10000,9999999,金系天赋碎片
492,木碎片,-1,1,2647,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,10000,9999999,木系天赋碎片
493,水碎片,-1,1,2645,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,10000,9999999,水系天赋碎片
494,火碎片,-1,1,2646,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,10000,9999999,火系天赋碎片
495,土碎片,-1,1,2648,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,10000,9999999,土系天赋碎片
496,五行石,-1,1,2641,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,100000,9999999,增加修炼时间24小时
497,巅峰证明,-1,1,2642,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,9,1,100000,9999999,通往巅峰之路的证明
498,巅峰矿石,-1,1,2650,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,10,1,1000,9999999,打造巅峰装备的材料
499,桃李满天下,-1,1,1030,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,319|1000/223|1000/510|1/478|10/
500,定风珠,-1,1,2649,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,可以重置巅峰属性点
501,符文:1#,-1,1,2621,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,开启神秘的符文之旅
502,符文:2#,-1,1,2622,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,20000,9999999,开启神秘的符文之旅
503,符文:3#,-1,1,2623,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,30000,9999999,开启神秘的符文之旅
504,符文:4#,-1,1,2624,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,40000,9999999,开启神秘的符文之旅
505,符文:5#,-1,1,2625,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,开启神秘的符文之旅
506,符文:6#,-1,1,2626,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,60000,9999999,开启神秘的符文之旅
507,符文:7#,-1,1,2627,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,70000,9999999,开启神秘的符文之旅
508,符文:8#,-1,1,2628,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,80000,9999999,开启神秘的符文之旅
509,符文:9#,-1,1,2629,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,90000,9999999,开启神秘的符文之旅
510,符文:10#,-1,1,2630,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,开启神秘的符文之旅
511,符文:11#,-1,1,2631,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,110000,9999999,开启神秘的符文之旅
512,符文:12#,-1,1,2632,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,120000,9999999,开启神秘的符文之旅
513,符文:13#,-1,1,2633,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,130000,9999999,开启神秘的符文之旅
514,符文:14#,-1,1,2634,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,140000,9999999,开启神秘的符文之旅
515,符文:15#,-1,1,2635,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,150000,9999999,开启神秘的符文之旅
516,符文:16#,-1,1,2636,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,160000,9999999,开启神秘的符文之旅
517,符文:17#,-1,1,2637,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,170000,9999999,开启神秘的符文之旅
518,符文:18#,-1,1,2638,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,180000,9999999,开启神秘的符文之旅
519,符文:19#,-1,1,2639,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,190000,9999999,开启神秘的符文之旅
520,空白符文,-1,1,2640,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
521,皓月戒指,6,200,2687,装备,0,0,10,50,10,50,10,50,5,15,5,15,-1,10,1,10,1,-
522,皓月护腕,4,200,2688,装备,0,0,10,40,10,40,10,40,5,15,5,15,-1,10,1,10,1,-
523,皓月项链,3,200,2689,装备,0,0,10,50,10,50,10,50,5,15,5,15,-1,10,1,10,1,-
524,皓月头盔,2,200,2692,装备,0,0,10,30,10,30,10,30,5,30,5,30,-1,10,1,10,1,-
525,皓月腰带,8,200,2691,装备,0,0,10,30,10,30,10,30,5,25,5,25,-1,10,1,10,1,-
526,皓月战靴,9,200,2690,装备,0,0,10,30,10,30,10,30,5,25,5,25,-1,10,1,10,1,-
527,皓月神剑,0,200,2680,装备,0,0,50,110,50,110,50,110,0,0,0,0,-1,10,1,10,1,-
528,皓月圣袍,1,200,2685,装备,0,0,10,30,10,30,10,30,30,50,30,50,-1,10,1,10,1,-
529,皓月圣衣,1,200,2686,装备,0,0,10,30,10,30,10,30,30,50,30,50,-1,10,1,10,1,-
530,皓月斗笠,2,200,2683,装备,0,0,10,35,10,35,10,35,5,35,5,35,-1,10,1,10,1,-
531,热血戒指,6,300,2703,装备,0,0,20,70,20,70,20,70,10,25,10,25,-1,10,1,20,1,-
532,热血护腕,4,300,2700,装备,0,0,20,60,20,60,20,60,10,25,10,25,-1,10,1,20,1,-
533,热血项链,3,300,2701,装备,0,0,20,70,20,70,20,70,10,25,10,25,-1,10,1,20,1,-
534,热血头盔,2,300,2704,装备,0,0,20,50,20,50,20,50,15,45,15,45,-1,10,1,20,1,-
535,热血腰带,8,300,2702,装备,0,0,20,50,20,50,20,50,10,40,10,40,-1,10,1,20,1,-
536,热血战靴,9,300,2705,装备,0,0,20,50,20,50,20,50,10,40,10,40,-1,10,1,20,1,-
537,热血神剑,0,300,2708,装备,0,0,60,130,60,130,60,130,0,0,0,0,-1,10,1,20,1,-
538,热血圣袍,1,300,2709,装备,0,0,20,50,20,50,20,50,45,65,45,65,-1,10,1,20,1,-
539,热血圣衣,1,300,2710,装备,0,0,20,50,20,50,20,50,45,65,45,65,-1,10,1,20,1,-
540,热血斗笠,2,300,2706,装备,0,0,20,60,20,60,20,60,20,50,20,50,-1,10,1,20,1,-
541,新区礼包,-1,1,1030,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,223|500/225|1/319|100/478|1/217|10/
542,国庆节礼包,-1,1,1030,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,319|2000/498|2000/496|10/
543,一级宝石,-1,1,641,装备,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1000,1,-
544,二级宝石,-1,2,642,装备,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,1,2000,1,-
545,三级宝石,-1,3,643,装备,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,1,3000,1,-
546,四级宝石,-1,4,644,装备,0,0,0,0,0,0,0,0,0,0,0,0,-1,6,1,4000,1,-
547,五级宝石,-1,5,645,装备,0,0,0,0,0,0,0,0,0,0,0,0,-1,8,1,5000,1,-
548,仓库扩充卷,-1,1,2373,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,10000,9999999,使用后增加一页仓库
549,符文金蛋,-1,1,1035,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,501|1|1|1/502|1|1|2/504|1|1|4/506|1|1|6/508|1|1|8/510|1|1|10/
550,祝福油礼包,-1,1,1120,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,217|10000/
551,纪念勋章1号,-1,10,1362,装备,0,0,10,100,10,100,10,100,0,0,0,0,-1,0,1,100000,1,-
552,新手灵魂导师勋章,-1,10,1364,装备,0,0,10,100,10,100,10,100,0,0,0,0,-1,0,1,100000,1,-
553,爱国福,-1,1,1273,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,3|1000000/
554,富强福,-1,1,1273,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,1|300000/
555,和谐福,-1,1,1273,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,5|5000/
556,友善福,-1,1,1273,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,4|15000/
557,敬业福,-1,1,1273,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,3|500000/1|150000/5|3000/4|10000/
558,秘境重置卡,-1,1,1323,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,使秘境层数重置
559,新春八重豪礼,-1,1,1274,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,祝您新年大吉
560,神龙戒指,6,400,2716,装备,0,0,30,90,30,90,30,90,30,35,30,35,-1,10,1,30,1,-
561,神龙护腕,4,400,2713,装备,0,0,30,80,30,80,30,80,20,35,20,35,-1,10,1,30,1,-
562,神龙项链,3,400,2711,装备,0,0,30,90,30,90,30,90,30,35,30,35,-1,10,1,30,1,-
563,神龙头盔,2,400,2712,装备,0,0,30,70,30,70,30,70,25,45,15,45,-1,10,1,30,1,-
564,神龙腰带,8,400,2714,装备,0,0,30,70,30,70,30,70,20,50,20,50,-1,10,1,30,1,-
565,神龙战靴,9,400,2715,装备,0,0,30,70,30,70,30,70,20,50,20,50,-1,10,1,30,1,-
566,神龙剑,0,400,2719,装备,0,0,70,170,70,170,70,170,0,0,0,0,-1,10,1,30,1,-
567,神龙圣袍,1,400,2717,装备,0,0,30,70,30,70,30,70,55,75,55,75,-1,10,1,30,1,-
568,神龙圣衣,1,400,2718,装备,0,0,30,70,30,70,30,70,55,75,55,75,-1,10,1,30,1,-
569,传说矿石,-1,1,2651,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1000,9999999,-
570,积分卷,-1,1,1770,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1000,9999999,打开获得10000点图谱积分
571,储备经验卷,-1,1,1767,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1000,9999999,打开获得1000W储备经验
572,书籍包(大),-1,1,1132,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,60000,9999999,234|1000/235|1000/236|1000/237|1000/238|1000/239|1000/
573,新兵勋章,-1,10,1570,装备,0,0,5,10,5,10,5,10,0,0,0,0,-1,0,1,100000,1,-
574,成长勋章,-1,1,1568,装备,0,0,10,50,10,50,10,50,0,0,0,0,-1,1,1,100000,1,-
575,麒麟戒指,6,500,2750,装备,0,0,40,110,40,110,40,110,40,55,40,55,-1,10,1,50,1,-
576,麒麟护腕,4,500,2751,装备,0,0,40,100,40,100,40,100,30,55,30,55,-1,10,1,50,1,-
577,麒麟项链,3,500,2752,装备,0,0,40,110,40,110,40,110,40,55,40,55,-1,10,1,50,1,-
578,麒麟头盔,2,500,2753,装备,0,0,40,90,40,90,40,90,35,65,35,65,-1,10,1,50,1,-
579,麒麟腰带,8,500,2749,装备,0,0,40,90,40,90,40,90,30,70,30,70,-1,10,1,50,1,-
580,麒麟战靴,9,500,2748,装备,0,0,40,90,40,90,40,90,30,70,30,70,-1,10,1,50,1,-
581,凤凰戒指,6,600,2763,装备,0,0,50,130,50,130,50,130,50,75,50,75,-1,10,1,60,1,-
582,凤凰护腕,4,600,2760,装备,0,0,50,120,50,120,50,120,40,75,40,75,-1,10,1,60,1,-
583,凤凰项链,3,600,2759,装备,0,0,50,130,50,130,50,130,50,75,50,75,-1,10,1,60,1,-
584,凤凰头盔,2,600,2758,装备,0,0,50,110,50,110,50,110,45,85,45,85,-1,10,1,60,1,-
585,凤凰腰带,8,600,2761,装备,0,0,50,110,50,110,50,110,40,90,40,90,-1,10,1,60,1,-
586,凤凰战靴,9,600,2762,装备,0,0,50,110,50,110,50,110,40,90,40,90,-1,10,1,60,1,-
587,诛仙戒指,6,700,2772,装备,0,0,60,150,60,150,60,150,60,95,60,95,-1,10,1,70,1,-
588,诛仙护腕,4,700,2773,装备,0,0,60,140,60,140,60,140,50,95,50,95,-1,10,1,70,1,-
589,诛仙项链,3,700,2771,装备,0,0,60,150,60,150,60,150,60,95,60,95,-1,10,1,70,1,-
590,诛仙头盔,2,700,2774,装备,0,0,60,130,60,130,60,130,55,105,55,105,-1,10,1,70,1,-
591,诛仙腰带,8,700,2769,装备,0,0,60,130,60,130,60,130,50,110,50,110,-1,10,1,70,1,-
592,诛仙战靴,9,700,2770,装备,0,0,60,130,60,130,60,130,50,110,50,110,-1,10,1,70,1,-
593,龙王戒指,6,800,2742,装备,0,0,70,170,70,170,70,170,70,115,70,115,-1,10,1,80,1,-
594,龙王护腕,4,800,2741,装备,0,0,70,160,70,160,70,160,60,115,60,115,-1,10,1,80,1,-
595,龙王项链,3,800,2739,装备,0,0,70,170,70,170,70,170,70,115,70,115,-1,10,1,80,1,-
596,龙王头盔,2,800,2740,装备,0,0,70,150,70,150,70,150,65,125,65,125,-1,10,1,80,1,-
597,龙王腰带,8,800,2743,装备,0,0,70,150,70,150,70,150,60,130,60,130,-1,10,1,80,1,-
598,龙王战靴,9,800,2738,装备,0,0,70,150,70,150,70,150,60,130,60,130,-1,10,1,80,1,-
599,天神戒指,6,900,2799,装备,0,0,80,190,80,190,80,190,80,135,80,135,-1,10,1,90,1,-
600,天神护腕,4,900,2798,装备,0,0,80,180,80,180,80,180,70,135,70,135,-1,10,1,90,1,-
601,天神项链,3,900,2796,装备,0,0,80,190,80,190,80,190,80,135,80,135,-1,10,1,90,1,-
602,天神头盔,2,900,2795,装备,0,0,80,170,80,170,80,170,75,145,75,145,-1,10,1,90,1,-
603,天神腰带,8,900,2800,装备,0,0,80,170,80,170,80,170,70,150,70,150,-1,10,1,90,1,-
604,天神战靴,9,900,2801,装备,0,0,80,170,80,170,80,170,70,150,70,150,-1,10,1,90,1,-
605,上古戒指,6,1000,2808,装备,0,0,90,210,90,210,90,210,90,155,90,155,-1,10,1,100,1,-
606,上古护腕,4,1000,2809,装备,0,0,90,200,90,200,90,200,80,155,80,155,-1,10,1,100,1,-
607,上古项链,3,1000,2810,装备,0,0,90,210,90,210,90,210,90,155,90,155,-1,10,1,100,1,-
608,上古头盔,2,1000,2811,装备,0,0,90,190,90,190,90,190,85,165,85,165,-1,10,1,100,1,-
609,上古腰带,8,1000,2812,装备,0,0,90,190,90,190,90,190,80,170,80,170,-1,10,1,100,1,-
610,上古战靴,9,1000,2813,装备,0,0,90,190,90,190,90,190,80,170,80,170,-1,10,1,100,1,-
611,戒指,6,1100,2802,装备,0,0,100,230,100,230,100,230,100,175,100,175,-1,10,1,110,1,-
612,护腕,4,1100,2803,装备,0,0,100,220,100,220,100,220,90,175,90,175,-1,10,1,110,1,-
613,项链,3,1100,2804,装备,0,0,100,230,100,230,100,230,100,175,100,175,-1,10,1,110,1,-
614,头盔,2,1100,2805,装备,0,0,100,210,100,210,100,210,95,185,95,185,-1,10,1,110,1,-
615,腰带,8,1100,2806,装备,0,0,100,210,100,210,100,210,90,190,90,190,-1,10,1,110,1,-
616,战靴,9,1100,2807,装备,0,0,100,210,100,210,100,210,90,190,90,190,-1,10,1,110,1,-
617,戒指,6,1200,2814,装备,0,0,110,250,110,250,110,250,110,195,110,195,-1,10,1,120,1,-
618,护腕,4,1200,2815,装备,0,0,110,240,110,240,110,240,100,195,100,195,-1,10,1,120,1,-
619,项链,3,1200,2816,装备,0,0,110,250,110,250,110,250,110,195,110,195,-1,10,1,120,1,-
620,头盔,2,1200,2817,装备,0,0,110,230,110,230,110,230,105,205,105,205,-1,10,1,120,1,-
621,腰带,8,1200,2818,装备,0,0,110,230,110,230,110,230,100,210,100,210,-1,10,1,120,1,-
622,战靴,9,1200,2819,装备,0,0,110,230,110,230,110,230,100,210,100,210,-1,10,1,120,1,-
623,戒指,6,1300,2750,装备,0,0,120,270,120,270,120,270,120,215,120,215,-1,10,1,130,1,-
624,护腕,4,1300,2751,装备,0,0,120,260,120,260,120,260,110,215,110,215,-1,10,1,130,1,-
625,项链,3,1300,2752,装备,0,0,120,270,120,270,120,270,120,215,120,215,-1,10,1,130,1,-
626,头盔,2,1300,2753,装备,0,0,120,250,120,250,120,250,115,225,115,225,-1,10,1,130,1,-
627,腰带,8,1300,2749,装备,0,0,120,250,120,250,120,250,110,230,110,230,-1,10,1,130,1,-
628,战靴,9,1300,2748,装备,0,0,120,250,120,250,120,250,110,230,110,230,-1,10,1,130,1,-
629,戒指,6,1400,2750,装备,0,0,130,290,130,290,130,290,130,235,130,235,-1,10,1,140,1,-
630,护腕,4,1400,2751,装备,0,0,130,280,130,280,130,280,120,235,120,235,-1,10,1,140,1,-
631,项链,3,1400,2752,装备,0,0,130,290,130,290,130,290,130,235,130,235,-1,10,1,140,1,-
632,头盔,2,1400,2753,装备,0,0,130,270,130,270,130,270,125,245,125,245,-1,10,1,140,1,-
633,腰带,8,1400,2749,装备,0,0,130,270,130,270,130,270,120,250,120,250,-1,10,1,140,1,-
634,战靴,9,1400,2748,装备,0,0,130,270,130,270,130,270,120,250,120,250,-1,10,1,140,1,-
635,戒指,6,1500,2750,装备,0,0,140,310,140,310,140,310,140,255,140,255,-1,10,1,150,1,-
636,护腕,4,1500,2751,装备,0,0,140,300,140,300,140,300,130,255,130,255,-1,10,1,150,1,-
637,项链,3,1500,2752,装备,0,0,140,310,140,310,140,310,140,255,140,255,-1,10,1,150,1,-
638,头盔,2,1500,2753,装备,0,0,140,290,140,290,140,290,135,265,135,265,-1,10,1,150,1,-
639,腰带,8,1500,2749,装备,0,0,140,290,140,290,140,290,130,270,130,270,-1,10,1,150,1,-
640,战靴,9,1500,2748,装备,0,0,140,290,140,290,140,290,130,270,130,270,-1,10,1,150,1,-
641,传说の剑,0,500,2720,装备,0,0,100,200,100,200,100,200,0,0,0,0,-1,10,1,10000,1,-
642,传说の袍,1,500,2591,装备,0,0,50,150,50,150,50,150,50,100,50,100,-1,10,1,10000,1,-
643,传说の裳,1,500,2592,装备,0,0,50,150,50,150,50,150,50,100,50,100,-1,10,1,10000,1,-
644,龙珠1★,-1,1,2723,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,改变传说装备的形态
645,龙珠2★,-1,1,2724,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,改变传说装备的形态
646,龙珠3★,-1,1,2725,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,改变传说装备的形态
647,龙珠4★,-1,1,2726,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,改变传说装备的形态
648,龙珠5★,-1,1,2727,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,改变传说装备的形态
649,龙珠6★,-1,1,2728,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,改变传说装备的形态
650,龙珠7★,-1,1,2729,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,改变传说装备的形态
651,龙珠8★,-1,1,2730,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,改变传说装备的形态
652,龙珠9★,-1,1,2731,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,改变传说装备的形态
653,传说剑[第一形态],0,500,44,装备,0,0,0,10,0,10,0,10,0,0,0,0,-1,10,1,500,1,-
654,传说剑[第二形态],0,500,35,装备,0,0,0,20,0,20,0,20,0,0,0,0,-1,10,1,500,1,-
655,传说剑[第三形态],0,500,46,装备,0,0,0,30,0,30,0,30,0,0,0,0,-1,10,1,500,1,-
656,传说剑[第四形态],0,500,48,装备,0,0,0,40,0,40,0,40,0,0,0,0,-1,10,1,500,1,-
657,传说剑[第五形态],0,500,55,装备,0,0,0,50,0,50,0,50,0,0,0,0,-1,10,1,500,1,-
658,传说剑[第六形态],0,500,66,装备,0,0,0,60,0,60,0,60,0,0,0,0,-1,10,1,500,1,-
659,传说剑[第七形态],0,500,58,装备,0,0,0,70,0,70,0,70,0,0,0,0,-1,10,1,500,1,-
660,传说剑[第八形态],0,500,75,装备,0,0,0,80,0,80,0,80,0,0,0,0,-1,10,1,500,1,-
661,传说剑[第九形态],0,500,73,装备,0,0,0,90,0,90,0,90,0,0,0,0,-1,10,1,500,1,-
662,传说袍[第一形态],1,500,61,装备,0,0,0,0,0,0,0,0,0,5,0,5,-1,10,1,500,1,-
663,传说袍[第二形态],1,500,62,装备,0,0,0,0,0,0,0,0,0,10,0,10,-1,10,1,500,1,-
664,传说袍[第三形态],1,500,63,装备,0,0,0,0,0,0,0,0,0,15,0,15,-1,10,1,500,1,-
665,传说袍[第四形态],1,500,86,装备,0,0,0,0,0,0,0,0,0,20,0,20,-1,10,1,500,1,-
666,传说袍[第五形态],1,500,598,装备,0,0,0,0,0,0,0,0,0,25,0,25,-1,10,1,500,1,-
667,传说袍[第六形态],1,500,597,装备,0,0,0,0,0,0,0,0,0,30,0,30,-1,10,1,500,1,-
668,传说袍[第七形态],1,500,600,装备,0,0,0,0,0,0,0,0,0,35,0,35,-1,10,1,500,1,-
669,传说袍[第八形态],1,500,1395,装备,0,0,0,0,0,0,0,0,0,40,0,40,-1,10,1,500,1,-
670,传说袍[第九形态],1,500,1401,装备,0,0,0,0,0,0,0,0,0,45,0,45,-1,10,1,500,1,-
671,传说裳[第一形态],1,500,81,装备,0,0,0,0,0,0,0,0,0,5,0,5,-1,10,1,500,1,-
672,传说裳[第二形态],1,500,82,装备,0,0,0,0,0,0,0,0,0,10,0,10,-1,10,1,500,1,-
673,传说裳[第三形态],1,500,83,装备,0,0,0,0,0,0,0,0,0,15,0,15,-1,10,1,500,1,-
674,传说裳[第四形态],1,500,89,装备,0,0,0,0,0,0,0,0,0,20,0,20,-1,10,1,500,1,-
675,传说裳[第五形态],1,500,599,装备,0,0,0,0,0,0,0,0,0,25,0,25,-1,10,1,500,1,-
676,传说裳[第六形态],1,500,607,装备,0,0,0,0,0,0,0,0,0,30,0,30,-1,10,1,500,1,-
677,传说裳[第七形态],1,500,601,装备,0,0,0,0,0,0,0,0,0,35,0,35,-1,10,1,500,1,-
678,传说裳[第八形态],1,500,1396,装备,0,0,0,0,0,0,0,0,0,40,0,40,-1,10,1,500,1,-
679,传说裳[第九形态],1,500,1402,装备,0,0,0,0,0,0,0,0,0,45,0,45,-1,10,1,500,1,-
680,杰出贡献勋章,-1,10,2754,装备,0,0,10,100,10,100,10,100,0,0,0,0,-1,0,1,100000,1,-
681,渡劫证明㈠,-1,1,2791,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
682,渡劫证明㈡,-1,1,2792,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
683,渡劫证明㈢,-1,1,2790,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
684,渡劫证明㈣,-1,1,2794,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
685,渡劫证明㈤,-1,1,2793,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
686,人民的名义,-1,10,2183,装备,0,0,10,120,10,120,10,120,0,0,0,0,-1,0,1,100000,1,-
687,幻境礼包,-1,1,1030,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,488|2/571|1000/319|1500/
688,秘境礼包,-1,1,1030,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,558|2/571|1000/319|1000/570|30/
