id,name,picture,pirce,aclass,bclass,cclass,overlap,weight,lvl,d2,e2,a1,a2,d1,e1,job,b2,c2,c1,b1,need,present,hp,mp,met,f1,exp,fj
521,皓月戒指,2687,10,装备,戒指,,,1,200,15,15,10,50,5,5,,50,50,10,10,,,,,10,,,
522,皓月护腕,2688,10,装备,手镯,,,1,200,15,15,10,40,5,5,,40,40,10,10,,,,,10,,,
523,皓月项链,2689,10,装备,项链,,,1,200,15,15,10,50,5,5,,50,50,10,10,,,,,10,,,
524,皓月头盔,2692,10,装备,头盔,,,1,200,30,30,10,30,5,5,,30,30,10,10,,,,,10,,,
525,皓月腰带,2691,10,装备,腰带,,,1,200,25,25,10,30,5,5,,30,30,10,10,,,,,10,,,
526,皓月战靴,2690,10,装备,靴子,,,1,200,25,25,10,30,5,5,,30,30,10,10,,,,,10,,,
527,皓月神剑,2680,10,装备,武器,,,1,200,,,50,110,,,,110,110,50,50,,,,,10,,,
528,皓月圣袍,2685,10,装备,衣服,1,,1,200,50,50,10,30,30,30,,30,30,10,10,,,,,10,,,
529,皓月圣衣,2686,10,装备,衣服,2,,1,200,50,50,10,30,30,30,,30,30,10,10,,,,,10,,,
530,皓月斗笠,2683,10,装备,头盔,,,1,200,35,35,10,35,5,5,,35,35,10,10,,,,,10,,,
531,热血戒指,2703,20,装备,戒指,,,1,300,25,25,20,70,10,10,,70,70,20,20,,,,,10,,,
532,热血护腕,2700,20,装备,手镯,,,1,300,25,25,20,60,10,10,,60,60,20,20,,,,,10,,,
533,热血项链,2701,20,装备,项链,,,1,300,25,25,20,70,10,10,,70,70,20,20,,,,,10,,,
534,热血头盔,2704,20,装备,头盔,,,1,300,45,45,20,50,15,15,,50,50,20,20,,,,,10,,,
535,热血腰带,2702,20,装备,腰带,,,1,300,40,40,20,50,10,10,,50,50,20,20,,,,,10,,,
536,热血战靴,2705,20,装备,靴子,,,1,300,40,40,20,50,10,10,,50,50,20,20,,,,,10,,,
537,热血神剑,2708,20,装备,武器,,,1,300,,,60,130,,,,130,130,60,60,,,,,10,,,
538,热血圣袍,2709,20,装备,衣服,1,,1,300,65,65,20,50,45,45,,50,50,20,20,,,,,10,,,
539,热血圣衣,2710,20,装备,衣服,2,,1,300,65,65,20,50,45,45,,50,50,20,20,,,,,10,,,
540,热血斗笠,2706,20,装备,头盔,,,1,300,50,50,20,60,20,20,,60,60,20,20,,,,,10,,,
541,新区礼包,1030,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,223|500/225|1/319|100/478|1/217|10/,,,,,,
542,国庆节礼包,1030,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,319|2000/498|2000/496|10/,,,,,,
543,一级宝石,641,1000,装备,石头,,,1,1,,,,,,,,,,,,,,,,,,,
544,二级宝石,642,2000,装备,石头,,,1,2,,,,,,,,,,,,,,,,2,,,
545,三级宝石,643,3000,装备,石头,,,1,3,,,,,,,,,,,,,,,,4,,,
546,四级宝石,644,4000,装备,石头,,,1,4,,,,,,,,,,,,,,,,6,,,
547,五级宝石,645,5000,装备,石头,,,1,5,,,,,,,,,,,,,,,,8,,,
548,仓库扩充卷,2373,10000,消耗,仓库,,9999999,,,,,,,,,,,,,,,使用后增加一页仓库,,,,,,
549,符文金蛋,1035,10000,消耗,藏宝箱,,9999999,1,,,,,,,,,,,,,,501|1|1|1/502|1|1|2/504|1|1|4/506|1|1|6/508|1|1|8/510|1|1|10/,,,,,,
550,祝福油礼包,1120,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,217|10000/,,,,,,
551,纪念勋章1号,1362,100000,装备,勋章,,,1,10,,,10,100,,,,100,100,10,10,,,,,,,,
552,新手灵魂导师勋章,1364,100000,装备,勋章,,,1,10,,,10,100,,,,100,100,10,10,,,,,,,,
553,爱国福,1273,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,3|1000000/,,,,,,
554,富强福,1273,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,1|300000/,,,,,,
555,和谐福,1273,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,5|5000/,,,,,,
556,友善福,1273,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,4|15000/,,,,,,
557,敬业福,1273,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,3|500000/1|150000/5|3000/4|10000/,,,,,,
558,秘境重置卡,1323,100000,消耗,秘境,,9999999,1,,,,,,,,,,,,,,使秘境层数重置,,,,,,
559,新春八重豪礼,1274,100000,消耗,新春礼包,,9999999,1,,,,,,,,,,,,,,祝您新年大吉,,,,,,
560,神龙戒指,2716,30,装备,戒指,,,1,400,35,35,30,90,30,30,,90,90,30,30,,,,,10,,,
561,神龙护腕,2713,30,装备,手镯,,,1,400,35,35,30,80,20,20,,80,80,30,30,,,,,10,,,
562,神龙项链,2711,30,装备,项链,,,1,400,35,35,30,90,30,30,,90,90,30,30,,,,,10,,,
563,神龙头盔,2712,30,装备,头盔,,,1,400,45,45,30,70,25,15,,70,70,30,30,,,,,10,,,
564,神龙腰带,2714,30,装备,腰带,,,1,400,50,50,30,70,20,20,,70,70,30,30,,,,,10,,,
565,神龙战靴,2715,30,装备,靴子,,,1,400,50,50,30,70,20,20,,70,70,30,30,,,,,10,,,
566,神龙剑,2719,30,装备,武器,,,1,400,,,70,170,,,,170,170,70,70,,,,,10,,,
567,神龙圣袍,2717,30,装备,衣服,1,,1,400,75,75,30,70,55,55,,70,70,30,30,,,,,10,,,
568,神龙圣衣,2718,30,装备,衣服,2,,1,400,75,75,30,70,55,55,,70,70,30,30,,,,,10,,,
569,传说矿石,2651,1000,道具,传说石,,9999999,1,,,,,,,,,,,,,,,,,,,,
570,积分卷,1770,1000,消耗,属性,,9999999,1,,,,,,,,,,,,,,打开获得10000点图谱积分,8,10000,,,,
571,储备经验卷,1767,1000,消耗,属性,,9999999,1,,,,,,,,,,,,,,打开获得1000W储备经验,9,10000000,,,,
572,书籍包(大),1132,60000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,234|1000/235|1000/236|1000/237|1000/238|1000/239|1000/,,,,,,
573,新兵勋章,1570,100000,装备,勋章,,,1,10,,,5,10,,,,10,10,5,5,,,,,,,,
574,成长勋章,1568,100000,装备,勋章,,,1,,,,10,50,,,,50,50,10,10,,,,,1,1,,
575,麒麟戒指,2750,50,装备,戒指,,,1,500,55,55,40,110,40,40,,110,110,40,40,,,,,10,,,
576,麒麟护腕,2751,50,装备,手镯,,,1,500,55,55,40,100,30,30,,100,100,40,40,,,,,10,,,
577,麒麟项链,2752,50,装备,项链,,,1,500,55,55,40,110,40,40,,110,110,40,40,,,,,10,,,
578,麒麟头盔,2753,50,装备,头盔,,,1,500,65,65,40,90,35,35,,90,90,40,40,,,,,10,,,
579,麒麟腰带,2749,50,装备,腰带,,,1,500,70,70,40,90,30,30,,90,90,40,40,,,,,10,,,
580,麒麟战靴,2748,50,装备,靴子,,,1,500,70,70,40,90,30,30,,90,90,40,40,,,,,10,,,
581,凤凰戒指,2763,60,装备,戒指,,,1,600,75,75,50,130,50,50,,130,130,50,50,,,,,10,,,
582,凤凰护腕,2760,60,装备,手镯,,,1,600,75,75,50,120,40,40,,120,120,50,50,,,,,10,,,
583,凤凰项链,2759,60,装备,项链,,,1,600,75,75,50,130,50,50,,130,130,50,50,,,,,10,,,
584,凤凰头盔,2758,60,装备,头盔,,,1,600,85,85,50,110,45,45,,110,110,50,50,,,,,10,,,
585,凤凰腰带,2761,60,装备,腰带,,,1,600,90,90,50,110,40,40,,110,110,50,50,,,,,10,,,
586,凤凰战靴,2762,60,装备,靴子,,,1,600,90,90,50,110,40,40,,110,110,50,50,,,,,10,,,
587,诛仙戒指,2772,70,装备,戒指,,,1,700,95,95,60,150,60,60,,150,150,60,60,,,,,10,,,
588,诛仙护腕,2773,70,装备,手镯,,,1,700,95,95,60,140,50,50,,140,140,60,60,,,,,10,,,
589,诛仙项链,2771,70,装备,项链,,,1,700,95,95,60,150,60,60,,150,150,60,60,,,,,10,,,
590,诛仙头盔,2774,70,装备,头盔,,,1,700,105,105,60,130,55,55,,130,130,60,60,,,,,10,,,
591,诛仙腰带,2769,70,装备,腰带,,,1,700,110,110,60,130,50,50,,130,130,60,60,,,,,10,,,
592,诛仙战靴,2770,70,装备,靴子,,,1,700,110,110,60,130,50,50,,130,130,60,60,,,,,10,,,
593,龙王戒指,2742,80,装备,戒指,,,1,800,115,115,70,170,70,70,,170,170,70,70,,,,,10,,,
594,龙王护腕,2741,80,装备,手镯,,,1,800,115,115,70,160,60,60,,160,160,70,70,,,,,10,,,
595,龙王项链,2739,80,装备,项链,,,1,800,115,115,70,170,70,70,,170,170,70,70,,,,,10,,,
596,龙王头盔,2740,80,装备,头盔,,,1,800,125,125,70,150,65,65,,150,150,70,70,,,,,10,,,
597,龙王腰带,2743,80,装备,腰带,,,1,800,130,130,70,150,60,60,,150,150,70,70,,,,,10,,,
598,龙王战靴,2738,80,装备,靴子,,,1,800,130,130,70,150,60,60,,150,150,70,70,,,,,10,,,
599,天神戒指,2799,90,装备,戒指,,,1,900,135,135,80,190,80,80,,190,190,80,80,,,,,10,,,
600,天神护腕,2798,90,装备,手镯,,,1,900,135,135,80,180,70,70,,180,180,80,80,,,,,10,,,
601,天神项链,2796,90,装备,项链,,,1,900,135,135,80,190,80,80,,190,190,80,80,,,,,10,,,
602,天神头盔,2795,90,装备,头盔,,,1,900,145,145,80,170,75,75,,170,170,80,80,,,,,10,,,
603,天神腰带,2800,90,装备,腰带,,,1,900,150,150,80,170,70,70,,170,170,80,80,,,,,10,,,
604,天神战靴,2801,90,装备,靴子,,,1,900,150,150,80,170,70,70,,170,170,80,80,,,,,10,,,
605,上古戒指,2808,100,装备,戒指,,,1,1000,155,155,90,210,90,90,,210,210,90,90,,,,,10,,,
606,上古护腕,2809,100,装备,手镯,,,1,1000,155,155,90,200,80,80,,200,200,90,90,,,,,10,,,
607,上古项链,2810,100,装备,项链,,,1,1000,155,155,90,210,90,90,,210,210,90,90,,,,,10,,,
608,上古头盔,2811,100,装备,头盔,,,1,1000,165,165,90,190,85,85,,190,190,90,90,,,,,10,,,
609,上古腰带,2812,100,装备,腰带,,,1,1000,170,170,90,190,80,80,,190,190,90,90,,,,,10,,,
610,上古战靴,2813,100,装备,靴子,,,1,1000,170,170,90,190,80,80,,190,190,90,90,,,,,10,,,
611,戒指,2802,110,装备,戒指,,,1,1100,175,175,100,230,100,100,,230,230,100,100,,,,,10,,,
612,护腕,2803,110,装备,手镯,,,1,1100,175,175,100,220,90,90,,220,220,100,100,,,,,10,,,
613,项链,2804,110,装备,项链,,,1,1100,175,175,100,230,100,100,,230,230,100,100,,,,,10,,,
614,头盔,2805,110,装备,头盔,,,1,1100,185,185,100,210,95,95,,210,210,100,100,,,,,10,,,
615,腰带,2806,110,装备,腰带,,,1,1100,190,190,100,210,90,90,,210,210,100,100,,,,,10,,,
616,战靴,2807,110,装备,靴子,,,1,1100,190,190,100,210,90,90,,210,210,100,100,,,,,10,,,
617,戒指,2814,120,装备,戒指,,,1,1200,195,195,110,250,110,110,,250,250,110,110,,,,,10,,,
618,护腕,2815,120,装备,手镯,,,1,1200,195,195,110,240,100,100,,240,240,110,110,,,,,10,,,
619,项链,2816,120,装备,项链,,,1,1200,195,195,110,250,110,110,,250,250,110,110,,,,,10,,,
620,头盔,2817,120,装备,头盔,,,1,1200,205,205,110,230,105,105,,230,230,110,110,,,,,10,,,
621,腰带,2818,120,装备,腰带,,,1,1200,210,210,110,230,100,100,,230,230,110,110,,,,,10,,,
622,战靴,2819,120,装备,靴子,,,1,1200,210,210,110,230,100,100,,230,230,110,110,,,,,10,,,
623,戒指,2750,130,装备,戒指,,,1,1300,215,215,120,270,120,120,,270,270,120,120,,,,,10,,,
624,护腕,2751,130,装备,手镯,,,1,1300,215,215,120,260,110,110,,260,260,120,120,,,,,10,,,
625,项链,2752,130,装备,项链,,,1,1300,215,215,120,270,120,120,,270,270,120,120,,,,,10,,,
626,头盔,2753,130,装备,头盔,,,1,1300,225,225,120,250,115,115,,250,250,120,120,,,,,10,,,
627,腰带,2749,130,装备,腰带,,,1,1300,230,230,120,250,110,110,,250,250,120,120,,,,,10,,,
628,战靴,2748,130,装备,靴子,,,1,1300,230,230,120,250,110,110,,250,250,120,120,,,,,10,,,
629,戒指,2750,140,装备,戒指,,,1,1400,235,235,130,290,130,130,,290,290,130,130,,,,,10,,,
630,护腕,2751,140,装备,手镯,,,1,1400,235,235,130,280,120,120,,280,280,130,130,,,,,10,,,
631,项链,2752,140,装备,项链,,,1,1400,235,235,130,290,130,130,,290,290,130,130,,,,,10,,,
632,头盔,2753,140,装备,头盔,,,1,1400,245,245,130,270,125,125,,270,270,130,130,,,,,10,,,
633,腰带,2749,140,装备,腰带,,,1,1400,250,250,130,270,120,120,,270,270,130,130,,,,,10,,,
634,战靴,2748,140,装备,靴子,,,1,1400,250,250,130,270,120,120,,270,270,130,130,,,,,10,,,
635,戒指,2750,150,装备,戒指,,,1,1500,255,255,140,310,140,140,,310,310,140,140,,,,,10,,,
636,护腕,2751,150,装备,手镯,,,1,1500,255,255,140,300,130,130,,300,300,140,140,,,,,10,,,
637,项链,2752,150,装备,项链,,,1,1500,255,255,140,310,140,140,,310,310,140,140,,,,,10,,,
638,头盔,2753,150,装备,头盔,,,1,1500,265,265,140,290,135,135,,290,290,140,140,,,,,10,,,
639,腰带,2749,150,装备,腰带,,,1,1500,270,270,140,290,130,130,,290,290,140,140,,,,,10,,,
640,战靴,2748,150,装备,靴子,,,1,1500,270,270,140,290,130,130,,290,290,140,140,,,,,10,,,
641,传说の剑,2720,10000,装备,武器,,,1,500,,,100,200,,,,200,200,100,100,,,,,10,,,
642,传说の袍,2591,10000,装备,衣服,1,,1,500,100,100,50,150,50,50,,150,150,50,50,,,,,10,,,
643,传说の裳,2592,10000,装备,衣服,2,,1,500,100,100,50,150,50,50,,150,150,50,50,,,,,10,,,
644,龙珠1★,2723,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,改变传说装备的形态,,,,,,
645,龙珠2★,2724,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,改变传说装备的形态,,,,,,
646,龙珠3★,2725,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,改变传说装备的形态,,,,,,
647,龙珠4★,2726,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,改变传说装备的形态,,,,,,
648,龙珠5★,2727,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,改变传说装备的形态,,,,,,
649,龙珠6★,2728,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,改变传说装备的形态,,,,,,
650,龙珠7★,2729,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,改变传说装备的形态,,,,,,
651,龙珠8★,2730,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,改变传说装备的形态,,,,,,
652,龙珠9★,2731,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,改变传说装备的形态,,,,,,
653,传说剑[第一形态],44,500,装备,武器,,,1,500,,,,10,,,,10,10,,,,,,,10,5,,
654,传说剑[第二形态],35,500,装备,武器,,,1,500,,,,20,,,,20,20,,,,,,,10,5,,
655,传说剑[第三形态],46,500,装备,武器,,,1,500,,,,30,,,,30,30,,,,,,,10,5,,
656,传说剑[第四形态],48,500,装备,武器,,,1,500,,,,40,,,,40,40,,,,,,,10,5,,
657,传说剑[第五形态],55,500,装备,武器,,,1,500,,,,50,,,,50,50,,,,,,,10,5,,
658,传说剑[第六形态],66,500,装备,武器,,,1,500,,,,60,,,,60,60,,,,,,,10,5,,
659,传说剑[第七形态],58,500,装备,武器,,,1,500,,,,70,,,,70,70,,,,,,,10,5,,
660,传说剑[第八形态],75,500,装备,武器,,,1,500,,,,80,,,,80,80,,,,,,,10,5,,
661,传说剑[第九形态],73,500,装备,武器,,,1,500,,,,90,,,,90,90,,,,,,,10,5,,
662,传说袍[第一形态],61,500,装备,衣服,1,,1,500,5,5,,,,,,,,,,,,,,10,,,
663,传说袍[第二形态],62,500,装备,衣服,1,,1,500,10,10,,,,,,,,,,,,,,10,,,
664,传说袍[第三形态],63,500,装备,衣服,1,,1,500,15,15,,,,,,,,,,,,,,10,,,
665,传说袍[第四形态],86,500,装备,衣服,1,,1,500,20,20,,,,,,,,,,,,,,10,,,
666,传说袍[第五形态],598,500,装备,衣服,1,,1,500,25,25,,,,,,,,,,,,,,10,,,
667,传说袍[第六形态],597,500,装备,衣服,1,,1,500,30,30,,,,,,,,,,,,,,10,,,
668,传说袍[第七形态],600,500,装备,衣服,1,,1,500,35,35,,,,,,,,,,,,,,10,,,
669,传说袍[第八形态],1395,500,装备,衣服,1,,1,500,40,40,,,,,,,,,,,,,,10,,,
670,传说袍[第九形态],1401,500,装备,衣服,1,,1,500,45,45,,,,,,,,,,,,,,10,,,
671,传说裳[第一形态],81,500,装备,衣服,2,,1,500,5,5,,,,,,,,,,,,,,10,,,
672,传说裳[第二形态],82,500,装备,衣服,2,,1,500,10,10,,,,,,,,,,,,,,10,,,
673,传说裳[第三形态],83,500,装备,衣服,2,,1,500,15,15,,,,,,,,,,,,,,10,,,
674,传说裳[第四形态],89,500,装备,衣服,2,,1,500,20,20,,,,,,,,,,,,,,10,,,
675,传说裳[第五形态],599,500,装备,衣服,2,,1,500,25,25,,,,,,,,,,,,,,10,,,
676,传说裳[第六形态],607,500,装备,衣服,2,,1,500,30,30,,,,,,,,,,,,,,10,,,
677,传说裳[第七形态],601,500,装备,衣服,2,,1,500,35,35,,,,,,,,,,,,,,10,,,
678,传说裳[第八形态],1396,500,装备,衣服,2,,1,500,40,40,,,,,,,,,,,,,,10,,,
679,传说裳[第九形态],1402,500,装备,衣服,2,,1,500,45,45,,,,,,,,,,,,,,10,,,
680,杰出贡献勋章,2754,100000,装备,勋章,,,1,10,,,10,100,,,,100,100,10,10,,,,,,5,,
681,渡劫证明㈠,2791,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,,,,,,,
682,渡劫证明㈡,2792,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,,,,,,,
683,渡劫证明㈢,2790,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,,,,,,,
684,渡劫证明㈣,2794,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,,,,,,,
685,渡劫证明㈤,2793,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,,,,,,,
686,人民的名义,2183,100000,装备,勋章,,,1,10,,,10,120,,,,120,120,10,10,,,,,,,,
687,幻境礼包,1030,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,488|2/571|1000/319|1500/,,,,,,
688,秘境礼包,1030,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,558|2/571|1000/319|1000/570|30/,,,,,,
689,周年庆号角,1665,10000,道具,号角,,9999999,1,,,,,,,,,,,,,,<品3>号角公式：<br><品1>号角*1+1#=黄金宝箱*10<br><品1>号角*2+2#=秘境重置卷*1<br><品1>号角*2+3#=幻境重置卷*1<br><品1>号角*1+4#=项链祝福油*1<br><品1>号角*10+12#=升级丹*1<br><品1>号角*100+13#=镜子*1,,,,,,
690,周年庆福字,1668,10000,消耗,藏宝箱,,9999999,1,,,,,,,,,,,,,,421|1|1|5/320|1|1|20/478|1|1|5/508|1|1|5/509|1|1|10/570|1|1|30/488|1|1|100/558|1|1|100/,,,,,,
691,纪念勋章2号,1669,100000,装备,勋章,,,1,10,,,10,150,,,,150,150,10,10,,,,,,,,
692,黄金钥匙,1228,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,开启每日的黄金宝箱,,,,,,
693,升级丹,2732,10000,消耗,升级丹,,9999999,1,500,,,,,,,,,,,,,可以增加100%的当前经验<br><黄>等级限制：500级,,,10,,,
694,黄金宝箱,1193,10000,消耗,黄金宝箱,,9999999,1,,,,,,,,,,,,,,使用后增加1个黄金宝箱,1,,,,,
695,项链祝福油,2608,10000,消耗,项链祝福油,,9999999,1,,,,,,,,,,,,,,可以增加项链的幸运值<br><品1>幸运0->1：30%成功率<br><品1>幸运1->2：10%成功率<br><品1>幸运2->3：5%成功率<br><黄>失败不会降低幸运值,,,,,,
696,七夕礼包,1030,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,488|3/571|3000/319|1500/570|30/,,,,,,
697,镜子,2657,100000,道具,镜子,,9999999,1,,,,,,,,,,,,,,复制一件指定的装备,,,,,,
698,天书,2658,10000,装备,天书,,,1,,,,,,,,,,,,,,,,,,,,
699,冲级礼包,1030,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,488|10/571|15000/319|1000/570|50/,,,,,,
700,QQ群勋章,1764,100000,装备,勋章,,,1,10,,,5,15,,,,15,15,5,5,,<紫>加入QQ群领取<br>,,,,,,
701,渡劫护身符,2612,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,<紫>庇护渡劫之身,,,,,,
702,小巅峰矿礼包,2652,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,498|10000/,,,,,,
703,大巅峰矿礼包,2652,50000,消耗,宝箱,,9999999,1,,,,,,,,,,,,,,498|50000/,,,,,,
704,2018新春纪念勋章,2736,100000,装备,勋章,,,1,10,,,10,180,,,,180,180,10,10,,,,,,8,,
705,纪念勋章3号,2754,100000,装备,勋章,,,1,10,,,10,150,,,,150,150,10,10,,,,,,5,,
706,永久区纪念勋章,2737,100000,装备,勋章,,,1,50,,,10,200,,,,200,200,10,10,,,,,,10,,
707,渡劫证明(六),1721,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,,,,,,,
708,渡劫证明(七),1724,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,,,,,,,
709,渡劫证明(八),1722,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,,,,,,,
710,渡劫证明(九),1723,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,,,,,,,
711,渡劫证明(十),1725,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,,,,,,,
712,世界BOSS内丹,1587,10000,道具,内丹,,9999999,1,,,,,,,,,,,,,,击杀世界BOSS后获得内丹<br><黄>可合成高阶渡劫证明,,,,,,
713,纪念勋章4号,1415,100000,装备,勋章,,,1,50,,,50,250,,,,250,250,50,50,,,,,,15,,
714,纪念勋章5号,1415,100000,装备,勋章,,,1,50,,,50,300,,,,300,300,50,50,,,,,,20,,
715,纪念勋章6号,1415,100000,装备,勋章,,,1,50,,,50,350,,,,350,350,50,50,,,,,,25,,
716,纪念勋章7号,1415,100000,装备,勋章,,,1,50,,,50,400,,,,400,400,50,50,,,,,,30,,
717,纪念勋章8号,1415,100000,装备,勋章,,,1,50,,,50,450,,,,450,450,50,50,,,,,,35,,
718,纪念勋章9号,1415,100000,装备,勋章,,,1,50,,,50,500,,,,500,500,50,50,,,,,,40,,
719,纪念勋章10号,1415,100000,装备,勋章,,,1,50,,,50,510,,,,510,510,50,50,,,,,,45,,14|20/
720,纪念勋章11号,1415,100000,装备,勋章,,,1,50,,,50,520,,,,520,520,50,50,,,,,,45,,14|40/
721,纪念勋章12号,1415,100000,装备,勋章,,,1,50,,,50,530,,,,530,530,50,50,,,,,,45,,14|60/
722,纪念勋章13号,1415,100000,装备,勋章,,,1,50,,,50,540,,,,540,540,50,50,,,,,,45,,14|80/
723,纪念勋章14号,1415,100000,装备,勋章,,,1,50,,,50,550,,,,550,550,50,50,,,,,,45,,14|100/
724,纪念勋章15号,1415,100000,装备,勋章,,,1,50,,,50,560,,,,560,560,50,50,,,,,,45,,14|120/
725,纪念勋章16号,1415,100000,装备,勋章,,,1,50,,,50,570,,,,570,570,50,50,,,,,,45,,14|140/
726,纪念勋章17号,1415,100000,装备,勋章,,,1,50,,,50,580,,,,580,580,50,50,,,,,,45,,14|160/
727,纪念勋章18号,1415,100000,装备,勋章,,,1,50,,,50,590,,,,590,590,50,50,,,,,,45,,14|180/
728,纪念勋章19号,1415,100000,装备,勋章,,,1,50,,,50,600,,,,600,600,50,50,,,,,,45,,14|200/
729,纪念勋章20号,1415,100000,装备,勋章,,,1,50,,,50,610,,,,610,610,50,50,,,,,,50,,14|200/
730,技能突破内丹,23,10000,道具,任务,,9999999,1,,,,,,,,,,,,,,技能突破必需品<br>每次突破需10个,,,,,,
731,藏宝图,1141,10000,消耗,藏宝图,,9999999,1,,,,,,,,,,,,,,一张记着藏宝地点的地图。,1,,,,,
732,高级藏宝图,1141,10000,消耗,藏宝图,,9999999,1,,,,,,,,,,,,,,一张记着藏宝地点的地图。,2,,,,,
